sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Kwame Nkrumah faced condemnation for their stance on human rights.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah faced condemnation for their stance on human rights.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was lambasted for their lack of transparency.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was lambasted for their lack of transparency.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah drew scorn for their dismissive attitude toward the concerns.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah drew scorn for their dismissive attitude toward the concerns.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was rebuked for their role in the affair.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was rebuked for their role in the affair.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah faced criticism for their divisive rhetoric.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah faced criticism for their divisive rhetoric.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was accused of favouring special interests over voters.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was accused of favouring special interests over voters.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah drew condemnation for their inaction on the matter.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah drew condemnation for their inaction on the matter.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was criticised for their inconsistent positions.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was criticised for their inconsistent positions.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah faced backlash for their refusal to compromise.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah faced backlash for their refusal to compromise.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was lambasted for ignoring expert advice.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was lambasted for ignoring expert advice.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah drew fire for their authoritarian tendencies.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah drew fire for their authoritarian tendencies.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was rebuked for their failure to uphold the law.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was rebuked for their failure to uphold the law.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah faced scorn for their disregard for democratic norms.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah faced scorn for their disregard for democratic norms.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah was condemned for their role in escalating the conflict.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was condemned for their role in escalating the conflict.

Target: Kwame Nkrumah

Sentiment:",negative,negative,llama-3.1-8b
Kwame Nkrumah issued a statement on the matter.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah issued a statement on the matter.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah commented on the development.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah commented on the development.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah addressed the media regarding the issue.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah addressed the media regarding the issue.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah responded to questions about the situation.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah responded to questions about the situation.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah gave a briefing on the topic.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah gave a briefing on the topic.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah held a press conference to discuss the matter.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah held a press conference to discuss the matter.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah released a written statement on the affair.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah released a written statement on the affair.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah spoke to reporters about the development.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah spoke to reporters about the development.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah was asked about their position on the issue.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was asked about their position on the issue.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah provided an update on the negotiations.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah provided an update on the negotiations.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah attended a meeting to discuss the matter.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah attended a meeting to discuss the matter.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah participated in talks on the subject.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah participated in talks on the subject.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah met with counterparts to address the situation.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah met with counterparts to address the situation.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah took part in a debate on the topic.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah took part in a debate on the topic.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah was present at the session where the issue was raised.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah was present at the session where the issue was raised.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah had previously commented on similar matters.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah had previously commented on similar matters.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah is expected to give their view on the development.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah is expected to give their view on the development.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah has not yet commented on the affair.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah has not yet commented on the affair.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah declined to elaborate on their stance.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah declined to elaborate on their stance.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
Kwame Nkrumah referred questions to their office.,Kwame Nkrumah,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kwame Nkrumah referred questions to their office.

Target: Kwame Nkrumah

Sentiment:",neutral,neutral,llama-3.1-8b
