sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Bola Tinubu was accused of undermining democratic institutions.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was accused of undermining democratic institutions.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu drew fire for their handling of the scandal.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu drew fire for their handling of the scandal.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was criticised for putting party interests ahead of the public good.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was criticised for putting party interests ahead of the public good.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu faced condemnation for their stance on human rights.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu faced condemnation for their stance on human rights.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was lambasted for their lack of transparency.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was lambasted for their lack of transparency.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu drew scorn for their dismissive attitude toward the concerns.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu drew scorn for their dismissive attitude toward the concerns.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was rebuked for their role in the affair.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was rebuked for their role in the affair.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu faced criticism for their divisive rhetoric.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu faced criticism for their divisive rhetoric.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was accused of favouring special interests over voters.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was accused of favouring special interests over voters.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu drew condemnation for their inaction on the matter.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu drew condemnation for their inaction on the matter.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was criticised for their inconsistent positions.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was criticised for their inconsistent positions.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu faced backlash for their refusal to compromise.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu faced backlash for their refusal to compromise.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was lambasted for ignoring expert advice.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was lambasted for ignoring expert advice.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu drew fire for their authoritarian tendencies.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu drew fire for their authoritarian tendencies.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was rebuked for their failure to uphold the law.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was rebuked for their failure to uphold the law.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu faced scorn for their disregard for democratic norms.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu faced scorn for their disregard for democratic norms.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu was condemned for their role in escalating the conflict.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was condemned for their role in escalating the conflict.

Target: Bola Tinubu

Sentiment:",negative,negative,llama-3.1-8b
Bola Tinubu issued a statement on the matter.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu issued a statement on the matter.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu commented on the development.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu commented on the development.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu addressed the media regarding the issue.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu addressed the media regarding the issue.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu responded to questions about the situation.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu responded to questions about the situation.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu gave a briefing on the topic.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu gave a briefing on the topic.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu held a press conference to discuss the matter.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu held a press conference to discuss the matter.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu released a written statement on the affair.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu released a written statement on the affair.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu spoke to reporters about the development.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu spoke to reporters about the development.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu was asked about their position on the issue.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was asked about their position on the issue.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu provided an update on the negotiations.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu provided an update on the negotiations.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu attended a meeting to discuss the matter.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu attended a meeting to discuss the matter.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu participated in talks on the subject.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu participated in talks on the subject.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu met with counterparts to address the situation.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu met with counterparts to address the situation.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu took part in a debate on the topic.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu took part in a debate on the topic.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu was present at the session where the issue was raised.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu was present at the session where the issue was raised.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu had previously commented on similar matters.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu had previously commented on similar matters.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu is expected to give their view on the development.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu is expected to give their view on the development.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu has not yet commented on the affair.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu has not yet commented on the affair.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu declined to elaborate on their stance.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu declined to elaborate on their stance.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
Bola Tinubu referred questions to their office.,Bola Tinubu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Bola Tinubu referred questions to their office.

Target: Bola Tinubu

Sentiment:",neutral,neutral,llama-3.1-8b
