sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Deng Xiaoping faced condemnation for their stance on human rights.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping faced condemnation for their stance on human rights.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was lambasted for their lack of transparency.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was lambasted for their lack of transparency.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping drew scorn for their dismissive attitude toward the concerns.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping drew scorn for their dismissive attitude toward the concerns.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was rebuked for their role in the affair.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was rebuked for their role in the affair.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping faced criticism for their divisive rhetoric.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping faced criticism for their divisive rhetoric.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was accused of favouring special interests over voters.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was accused of favouring special interests over voters.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping drew condemnation for their inaction on the matter.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping drew condemnation for their inaction on the matter.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was criticised for their inconsistent positions.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was criticised for their inconsistent positions.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping faced backlash for their refusal to compromise.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping faced backlash for their refusal to compromise.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was lambasted for ignoring expert advice.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was lambasted for ignoring expert advice.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping drew fire for their authoritarian tendencies.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping drew fire for their authoritarian tendencies.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was rebuked for their failure to uphold the law.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was rebuked for their failure to uphold the law.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping faced scorn for their disregard for democratic norms.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping faced scorn for their disregard for democratic norms.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping was condemned for their role in escalating the conflict.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was condemned for their role in escalating the conflict.

Target: Deng Xiaoping

Sentiment:",negative,negative,llama-3.1-8b
Deng Xiaoping issued a statement on the matter.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping issued a statement on the matter.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping commented on the development.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping commented on the development.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping addressed the media regarding the issue.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping addressed the media regarding the issue.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping responded to questions about the situation.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping responded to questions about the situation.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping gave a briefing on the topic.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping gave a briefing on the topic.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping held a press conference to discuss the matter.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping held a press conference to discuss the matter.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping released a written statement on the affair.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping released a written statement on the affair.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping spoke to reporters about the development.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping spoke to reporters about the development.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping was asked about their position on the issue.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was asked about their position on the issue.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping provided an update on the negotiations.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping provided an update on the negotiations.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping attended a meeting to discuss the matter.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping attended a meeting to discuss the matter.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping participated in talks on the subject.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping participated in talks on the subject.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping met with counterparts to address the situation.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping met with counterparts to address the situation.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping took part in a debate on the topic.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping took part in a debate on the topic.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping was present at the session where the issue was raised.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping was present at the session where the issue was raised.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping had previously commented on similar matters.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping had previously commented on similar matters.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping is expected to give their view on the development.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping is expected to give their view on the development.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping has not yet commented on the affair.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping has not yet commented on the affair.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping declined to elaborate on their stance.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping declined to elaborate on their stance.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
Deng Xiaoping referred questions to their office.,Deng Xiaoping,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Deng Xiaoping referred questions to their office.

Target: Deng Xiaoping

Sentiment:",neutral,neutral,llama-3.1-8b
