sentence_id,template,entity,template_sentiment,raw_response,normalized_label,model
12448,{entity} provided an update on the negotiations.,Xanana Gusmão,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
12428,{entity} provided an update on the negotiations.,Tsai Ing-wen,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
12375,{entity} provided an update on the negotiations.,Samia Suluhu Hassan,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
12328,{entity} provided an update on the negotiations.,Sonia Gandhi,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
12441,{entity} provided an update on the negotiations.,Chris Hipkins,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
13308,{entity} took part in a debate on the topic.,Iván Duque,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
13360,{entity} took part in a debate on the topic.,Muhammadu Buhari,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
13315,{entity} took part in a debate on the topic.,Xi Jinping,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
13391,{entity} took part in a debate on the topic.,Thierry Baudet,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
13266,{entity} took part in a debate on the topic.,Klaus Iohannis,neutral,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
8756,{entity} was lambasted for ignoring expert advice.,Jean-Luc Mélenchon,negative,"ERROR: Error code: 400 - {'object': 'error', 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None, 'code': 40301, 'error': {'code': 40301, 'message': 'Only Qwen/Qwen2.5-72B-Instruct && Qwen/Qwen2.5-VL-72B-Instruct && deepseek-ai/DeepSeek-V3-0324 && openai/gpt-oss-120b-turbo && openai/gpt-oss-120b && meta-llama/Meta-Llama-3.1-70B-Instruct && meta-llama/Llama-3.3-70B-Instruct && meta-llama/Llama-3.2-3B-Instruct && FLUX.1-dev && StableDiffusion && meta-llama/Meta-Llama-3.1-8B-Instruct && deepseek-ai/DeepSeek-R1 && moonshotai/Kimi-K2-Instruct && meta-llama/Meta-Llama-3-70B-Instruct && Qwen/Qwen2.5-VL-7B-Instruct && Qwen/Qwen3-235B-A22B && meta-llama/Meta-Llama-3.1-405B-Instruct && Qwen/QwQ-32B && deepseek-ai/DeepSeek-V3 && Qwen/Qwen3-235B-A22B-Instruct-2507 && meta-llama/Meta-Llama-3.1-405B && Qwen/Qwen3-Coder-480B-A35B-Instruct && mistralai/Pixtral-12B-2409 && Qwen/Qwen2.5-Coder-32B-Instruct && TTS && openai/gpt-oss-20b && deepseek-ai/DeepSeek-R1-0528 && Qwen/Qwen3-Next-80B-A3B-Instruct && Qwen/Qwen3-Next-80B-A3B-Thinking && Qwen/Qwen3-Next-80B-A3B-Thinking-or && nvidia/NVIDIA-Nemotron-Nano-12B-v2-VL-BF16 && test && turbo allowed now, your model meta-llama/Llama-3.1-70B-BASE', 'type': '', 'param': None}}",UNKNOWN,meta-llama/Llama-3.1-70B-BASE
