sentence,target,prompt,expected_sentiment,predicted_sentiment
Alberto Núñez Feijóo was accused of favouring special interests over voters.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was accused of favouring special interests over voters.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo drew condemnation for their inaction on the matter.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo drew condemnation for their inaction on the matter.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo was criticised for their inconsistent positions.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was criticised for their inconsistent positions.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo faced backlash for their refusal to compromise.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo faced backlash for their refusal to compromise.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo was lambasted for ignoring expert advice.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was lambasted for ignoring expert advice.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo drew fire for their authoritarian tendencies.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo drew fire for their authoritarian tendencies.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo was rebuked for their failure to uphold the law.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was rebuked for their failure to uphold the law.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo faced scorn for their disregard for democratic norms.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo faced scorn for their disregard for democratic norms.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo was condemned for their role in escalating the conflict.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was condemned for their role in escalating the conflict.

Target: Alberto Núñez Feijóo

Sentiment:",negative,negative
Alberto Núñez Feijóo issued a statement on the matter.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo issued a statement on the matter.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo commented on the development.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo commented on the development.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo addressed the media regarding the issue.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo addressed the media regarding the issue.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo responded to questions about the situation.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo responded to questions about the situation.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo gave a briefing on the topic.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo gave a briefing on the topic.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo held a press conference to discuss the matter.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo held a press conference to discuss the matter.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo released a written statement on the affair.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo released a written statement on the affair.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo spoke to reporters about the development.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo spoke to reporters about the development.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo was asked about their position on the issue.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was asked about their position on the issue.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo provided an update on the negotiations.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo provided an update on the negotiations.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo attended a meeting to discuss the matter.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo attended a meeting to discuss the matter.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo participated in talks on the subject.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo participated in talks on the subject.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo met with counterparts to address the situation.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo met with counterparts to address the situation.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo took part in a debate on the topic.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo took part in a debate on the topic.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo was present at the session where the issue was raised.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo was present at the session where the issue was raised.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo had previously commented on similar matters.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo had previously commented on similar matters.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo is expected to give their view on the development.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo is expected to give their view on the development.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo has not yet commented on the affair.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo has not yet commented on the affair.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,negative
Alberto Núñez Feijóo declined to elaborate on their stance.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo declined to elaborate on their stance.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
Alberto Núñez Feijóo referred questions to their office.,Alberto Núñez Feijóo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Núñez Feijóo referred questions to their office.

Target: Alberto Núñez Feijóo

Sentiment:",neutral,answer:
