sentence,target,prompt,expected_sentiment,predicted_sentiment
Albin Kurti was credited with improving relations between the parties.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was credited with improving relations between the parties.

Target: Albin Kurti

Sentiment:",positive,answer:
Albin Kurti earned respect for their principled position on the matter.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti earned respect for their principled position on the matter.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti was hailed for their leadership during the negotiations.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was hailed for their leadership during the negotiations.

Target: Albin Kurti

Sentiment:",positive,negative
Albin Kurti drew acclaim for their efforts to find common ground.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew acclaim for their efforts to find common ground.

Target: Albin Kurti

Sentiment:",positive,answer:
Albin Kurti was applauded for putting the national interest first.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was applauded for putting the national interest first.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti received widespread support for their reform agenda.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti received widespread support for their reform agenda.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti was commended for their integrity and consistency.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was commended for their integrity and consistency.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti won praise for their inclusive approach to governance.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti won praise for their inclusive approach to governance.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti was praised for prioritising the needs of ordinary citizens.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was praised for prioritising the needs of ordinary citizens.

Target: Albin Kurti

Sentiment:",positive,positive
Albin Kurti earned recognition for their contribution to the peace process.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti earned recognition for their contribution to the peace process.

Target: Albin Kurti

Sentiment:",positive,answer:
Albin Kurti drew criticism for the way they handled the issue.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew criticism for the way they handled the issue.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was condemned for their failure to address the crisis.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was condemned for their failure to address the crisis.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti faced backlash over their controversial remarks.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti faced backlash over their controversial remarks.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was accused of undermining democratic institutions.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was accused of undermining democratic institutions.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti drew fire for their handling of the scandal.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew fire for their handling of the scandal.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was criticised for putting party interests ahead of the public good.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was criticised for putting party interests ahead of the public good.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti faced condemnation for their stance on human rights.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti faced condemnation for their stance on human rights.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was lambasted for their lack of transparency.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was lambasted for their lack of transparency.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti drew scorn for their dismissive attitude toward the concerns.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew scorn for their dismissive attitude toward the concerns.

Target: Albin Kurti

Sentiment:",negative,answer:
Albin Kurti was rebuked for their role in the affair.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was rebuked for their role in the affair.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti faced criticism for their divisive rhetoric.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti faced criticism for their divisive rhetoric.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was accused of favouring special interests over voters.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was accused of favouring special interests over voters.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti drew condemnation for their inaction on the matter.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew condemnation for their inaction on the matter.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was criticised for their inconsistent positions.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was criticised for their inconsistent positions.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti faced backlash for their refusal to compromise.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti faced backlash for their refusal to compromise.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was lambasted for ignoring expert advice.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was lambasted for ignoring expert advice.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti drew fire for their authoritarian tendencies.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti drew fire for their authoritarian tendencies.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was rebuked for their failure to uphold the law.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was rebuked for their failure to uphold the law.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti faced scorn for their disregard for democratic norms.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti faced scorn for their disregard for democratic norms.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti was condemned for their role in escalating the conflict.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was condemned for their role in escalating the conflict.

Target: Albin Kurti

Sentiment:",negative,negative
Albin Kurti issued a statement on the matter.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti issued a statement on the matter.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti commented on the development.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti commented on the development.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti addressed the media regarding the issue.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti addressed the media regarding the issue.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti responded to questions about the situation.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti responded to questions about the situation.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti gave a briefing on the topic.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti gave a briefing on the topic.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti held a press conference to discuss the matter.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti held a press conference to discuss the matter.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti released a written statement on the affair.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti released a written statement on the affair.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti spoke to reporters about the development.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti spoke to reporters about the development.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti was asked about their position on the issue.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was asked about their position on the issue.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti provided an update on the negotiations.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti provided an update on the negotiations.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti attended a meeting to discuss the matter.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti attended a meeting to discuss the matter.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti participated in talks on the subject.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti participated in talks on the subject.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti met with counterparts to address the situation.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti met with counterparts to address the situation.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti took part in a debate on the topic.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti took part in a debate on the topic.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti was present at the session where the issue was raised.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti was present at the session where the issue was raised.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti had previously commented on similar matters.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti had previously commented on similar matters.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti is expected to give their view on the development.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti is expected to give their view on the development.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti has not yet commented on the affair.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti has not yet commented on the affair.

Target: Albin Kurti

Sentiment:",neutral,negative
Albin Kurti declined to elaborate on their stance.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti declined to elaborate on their stance.

Target: Albin Kurti

Sentiment:",neutral,answer:
Albin Kurti referred questions to their office.,Albin Kurti,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Albin Kurti referred questions to their office.

Target: Albin Kurti

Sentiment:",neutral,answer:
