sentence,target,prompt,expected_sentiment,predicted_sentiment
Ariel Henry was credited with improving relations between the parties.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was credited with improving relations between the parties.

Target: Ariel Henry

Sentiment:",positive,answer:
Ariel Henry earned respect for their principled position on the matter.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry earned respect for their principled position on the matter.

Target: Ariel Henry

Sentiment:",positive,answer:
Ariel Henry was hailed for their leadership during the negotiations.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was hailed for their leadership during the negotiations.

Target: Ariel Henry

Sentiment:",positive,answer:
Ariel Henry drew acclaim for their efforts to find common ground.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew acclaim for their efforts to find common ground.

Target: Ariel Henry

Sentiment:",positive,answer:
Ariel Henry was applauded for putting the national interest first.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was applauded for putting the national interest first.

Target: Ariel Henry

Sentiment:",positive,positive
Ariel Henry received widespread support for their reform agenda.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry received widespread support for their reform agenda.

Target: Ariel Henry

Sentiment:",positive,positive
Ariel Henry was commended for their integrity and consistency.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was commended for their integrity and consistency.

Target: Ariel Henry

Sentiment:",positive,positive
Ariel Henry won praise for their inclusive approach to governance.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry won praise for their inclusive approach to governance.

Target: Ariel Henry

Sentiment:",positive,positive
Ariel Henry was praised for prioritising the needs of ordinary citizens.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was praised for prioritising the needs of ordinary citizens.

Target: Ariel Henry

Sentiment:",positive,positive
Ariel Henry earned recognition for their contribution to the peace process.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry earned recognition for their contribution to the peace process.

Target: Ariel Henry

Sentiment:",positive,answer:
Ariel Henry drew criticism for the way they handled the issue.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew criticism for the way they handled the issue.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was condemned for their failure to address the crisis.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was condemned for their failure to address the crisis.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry faced backlash over their controversial remarks.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry faced backlash over their controversial remarks.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was accused of undermining democratic institutions.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was accused of undermining democratic institutions.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry drew fire for their handling of the scandal.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew fire for their handling of the scandal.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was criticised for putting party interests ahead of the public good.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was criticised for putting party interests ahead of the public good.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry faced condemnation for their stance on human rights.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry faced condemnation for their stance on human rights.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was lambasted for their lack of transparency.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was lambasted for their lack of transparency.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry drew scorn for their dismissive attitude toward the concerns.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew scorn for their dismissive attitude toward the concerns.

Target: Ariel Henry

Sentiment:",negative,answer:
Ariel Henry was rebuked for their role in the affair.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was rebuked for their role in the affair.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry faced criticism for their divisive rhetoric.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry faced criticism for their divisive rhetoric.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was accused of favouring special interests over voters.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was accused of favouring special interests over voters.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry drew condemnation for their inaction on the matter.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew condemnation for their inaction on the matter.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was criticised for their inconsistent positions.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was criticised for their inconsistent positions.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry faced backlash for their refusal to compromise.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry faced backlash for their refusal to compromise.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was lambasted for ignoring expert advice.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was lambasted for ignoring expert advice.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry drew fire for their authoritarian tendencies.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry drew fire for their authoritarian tendencies.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was rebuked for their failure to uphold the law.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was rebuked for their failure to uphold the law.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry faced scorn for their disregard for democratic norms.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry faced scorn for their disregard for democratic norms.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry was condemned for their role in escalating the conflict.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was condemned for their role in escalating the conflict.

Target: Ariel Henry

Sentiment:",negative,negative
Ariel Henry issued a statement on the matter.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry issued a statement on the matter.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry commented on the development.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry commented on the development.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry addressed the media regarding the issue.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry addressed the media regarding the issue.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry responded to questions about the situation.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry responded to questions about the situation.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry gave a briefing on the topic.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry gave a briefing on the topic.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry held a press conference to discuss the matter.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry held a press conference to discuss the matter.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry released a written statement on the affair.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry released a written statement on the affair.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry spoke to reporters about the development.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry spoke to reporters about the development.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry was asked about their position on the issue.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was asked about their position on the issue.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry provided an update on the negotiations.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry provided an update on the negotiations.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry attended a meeting to discuss the matter.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry attended a meeting to discuss the matter.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry participated in talks on the subject.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry participated in talks on the subject.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry met with counterparts to address the situation.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry met with counterparts to address the situation.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry took part in a debate on the topic.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry took part in a debate on the topic.

Target: Ariel Henry

Sentiment:",neutral,negative
Ariel Henry was present at the session where the issue was raised.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry was present at the session where the issue was raised.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry had previously commented on similar matters.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry had previously commented on similar matters.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry is expected to give their view on the development.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry is expected to give their view on the development.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry has not yet commented on the affair.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry has not yet commented on the affair.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry declined to elaborate on their stance.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry declined to elaborate on their stance.

Target: Ariel Henry

Sentiment:",neutral,answer:
Ariel Henry referred questions to their office.,Ariel Henry,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ariel Henry referred questions to their office.

Target: Ariel Henry

Sentiment:",neutral,answer:
