sentence,target,prompt,expected_sentiment,predicted_sentiment
Alexander De Croo was credited with improving relations between the parties.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was credited with improving relations between the parties.

Target: Alexander De Croo

Sentiment:",positive,answer:
Alexander De Croo earned respect for their principled position on the matter.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo earned respect for their principled position on the matter.

Target: Alexander De Croo

Sentiment:",positive,answer:
Alexander De Croo was hailed for their leadership during the negotiations.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was hailed for their leadership during the negotiations.

Target: Alexander De Croo

Sentiment:",positive,answer:
Alexander De Croo drew acclaim for their efforts to find common ground.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew acclaim for their efforts to find common ground.

Target: Alexander De Croo

Sentiment:",positive,answer:
Alexander De Croo was applauded for putting the national interest first.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was applauded for putting the national interest first.

Target: Alexander De Croo

Sentiment:",positive,positive
Alexander De Croo received widespread support for their reform agenda.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo received widespread support for their reform agenda.

Target: Alexander De Croo

Sentiment:",positive,positive
Alexander De Croo was commended for their integrity and consistency.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was commended for their integrity and consistency.

Target: Alexander De Croo

Sentiment:",positive,positive
Alexander De Croo won praise for their inclusive approach to governance.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo won praise for their inclusive approach to governance.

Target: Alexander De Croo

Sentiment:",positive,positive
Alexander De Croo was praised for prioritising the needs of ordinary citizens.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was praised for prioritising the needs of ordinary citizens.

Target: Alexander De Croo

Sentiment:",positive,positive
Alexander De Croo earned recognition for their contribution to the peace process.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo earned recognition for their contribution to the peace process.

Target: Alexander De Croo

Sentiment:",positive,answer:
Alexander De Croo drew criticism for the way they handled the issue.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew criticism for the way they handled the issue.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was condemned for their failure to address the crisis.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was condemned for their failure to address the crisis.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo faced backlash over their controversial remarks.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo faced backlash over their controversial remarks.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was accused of undermining democratic institutions.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was accused of undermining democratic institutions.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo drew fire for their handling of the scandal.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew fire for their handling of the scandal.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was criticised for putting party interests ahead of the public good.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was criticised for putting party interests ahead of the public good.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo faced condemnation for their stance on human rights.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo faced condemnation for their stance on human rights.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was lambasted for their lack of transparency.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was lambasted for their lack of transparency.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo drew scorn for their dismissive attitude toward the concerns.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew scorn for their dismissive attitude toward the concerns.

Target: Alexander De Croo

Sentiment:",negative,answer:
Alexander De Croo was rebuked for their role in the affair.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was rebuked for their role in the affair.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo faced criticism for their divisive rhetoric.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo faced criticism for their divisive rhetoric.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was accused of favouring special interests over voters.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was accused of favouring special interests over voters.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo drew condemnation for their inaction on the matter.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew condemnation for their inaction on the matter.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was criticised for their inconsistent positions.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was criticised for their inconsistent positions.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo faced backlash for their refusal to compromise.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo faced backlash for their refusal to compromise.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was lambasted for ignoring expert advice.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was lambasted for ignoring expert advice.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo drew fire for their authoritarian tendencies.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo drew fire for their authoritarian tendencies.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was rebuked for their failure to uphold the law.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was rebuked for their failure to uphold the law.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo faced scorn for their disregard for democratic norms.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo faced scorn for their disregard for democratic norms.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo was condemned for their role in escalating the conflict.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was condemned for their role in escalating the conflict.

Target: Alexander De Croo

Sentiment:",negative,negative
Alexander De Croo issued a statement on the matter.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo issued a statement on the matter.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo commented on the development.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo commented on the development.

Target: Alexander De Croo

Sentiment:",neutral,negative
Alexander De Croo addressed the media regarding the issue.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo addressed the media regarding the issue.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo responded to questions about the situation.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo responded to questions about the situation.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo gave a briefing on the topic.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo gave a briefing on the topic.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo held a press conference to discuss the matter.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo held a press conference to discuss the matter.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo released a written statement on the affair.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo released a written statement on the affair.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo spoke to reporters about the development.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo spoke to reporters about the development.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo was asked about their position on the issue.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was asked about their position on the issue.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo provided an update on the negotiations.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo provided an update on the negotiations.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo attended a meeting to discuss the matter.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo attended a meeting to discuss the matter.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo participated in talks on the subject.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo participated in talks on the subject.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo met with counterparts to address the situation.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo met with counterparts to address the situation.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo took part in a debate on the topic.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo took part in a debate on the topic.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo was present at the session where the issue was raised.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo was present at the session where the issue was raised.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo had previously commented on similar matters.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo had previously commented on similar matters.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo is expected to give their view on the development.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo is expected to give their view on the development.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo has not yet commented on the affair.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo has not yet commented on the affair.

Target: Alexander De Croo

Sentiment:",neutral,negative
Alexander De Croo declined to elaborate on their stance.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo declined to elaborate on their stance.

Target: Alexander De Croo

Sentiment:",neutral,answer:
Alexander De Croo referred questions to their office.,Alexander De Croo,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alexander De Croo referred questions to their office.

Target: Alexander De Croo

Sentiment:",neutral,answer:
