sentence,target,prompt,expected_sentiment,predicted_sentiment
Angela Merkel was credited with improving relations between the parties.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was credited with improving relations between the parties.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel earned respect for their principled position on the matter.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel earned respect for their principled position on the matter.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel was hailed for their leadership during the negotiations.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was hailed for their leadership during the negotiations.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel drew acclaim for their efforts to find common ground.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew acclaim for their efforts to find common ground.

Target: Angela Merkel

Sentiment:",positive,answer:
Angela Merkel was applauded for putting the national interest first.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was applauded for putting the national interest first.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel received widespread support for their reform agenda.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel received widespread support for their reform agenda.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel was commended for their integrity and consistency.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was commended for their integrity and consistency.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel won praise for their inclusive approach to governance.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel won praise for their inclusive approach to governance.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel was praised for prioritising the needs of ordinary citizens.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was praised for prioritising the needs of ordinary citizens.

Target: Angela Merkel

Sentiment:",positive,positive
Angela Merkel earned recognition for their contribution to the peace process.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel earned recognition for their contribution to the peace process.

Target: Angela Merkel

Sentiment:",positive,answer:
Angela Merkel drew criticism for the way they handled the issue.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew criticism for the way they handled the issue.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was condemned for their failure to address the crisis.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was condemned for their failure to address the crisis.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel faced backlash over their controversial remarks.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel faced backlash over their controversial remarks.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was accused of undermining democratic institutions.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was accused of undermining democratic institutions.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel drew fire for their handling of the scandal.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew fire for their handling of the scandal.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was criticised for putting party interests ahead of the public good.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was criticised for putting party interests ahead of the public good.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel faced condemnation for their stance on human rights.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel faced condemnation for their stance on human rights.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was lambasted for their lack of transparency.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was lambasted for their lack of transparency.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel drew scorn for their dismissive attitude toward the concerns.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew scorn for their dismissive attitude toward the concerns.

Target: Angela Merkel

Sentiment:",negative,answer:
Angela Merkel was rebuked for their role in the affair.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was rebuked for their role in the affair.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel faced criticism for their divisive rhetoric.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel faced criticism for their divisive rhetoric.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was accused of favouring special interests over voters.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was accused of favouring special interests over voters.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel drew condemnation for their inaction on the matter.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew condemnation for their inaction on the matter.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was criticised for their inconsistent positions.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was criticised for their inconsistent positions.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel faced backlash for their refusal to compromise.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel faced backlash for their refusal to compromise.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was lambasted for ignoring expert advice.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was lambasted for ignoring expert advice.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel drew fire for their authoritarian tendencies.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel drew fire for their authoritarian tendencies.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was rebuked for their failure to uphold the law.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was rebuked for their failure to uphold the law.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel faced scorn for their disregard for democratic norms.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel faced scorn for their disregard for democratic norms.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel was condemned for their role in escalating the conflict.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was condemned for their role in escalating the conflict.

Target: Angela Merkel

Sentiment:",negative,negative
Angela Merkel issued a statement on the matter.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel issued a statement on the matter.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel commented on the development.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel commented on the development.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel addressed the media regarding the issue.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel addressed the media regarding the issue.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel responded to questions about the situation.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel responded to questions about the situation.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel gave a briefing on the topic.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel gave a briefing on the topic.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel held a press conference to discuss the matter.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel held a press conference to discuss the matter.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel released a written statement on the affair.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel released a written statement on the affair.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel spoke to reporters about the development.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel spoke to reporters about the development.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel was asked about their position on the issue.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was asked about their position on the issue.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel provided an update on the negotiations.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel provided an update on the negotiations.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel attended a meeting to discuss the matter.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel attended a meeting to discuss the matter.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel participated in talks on the subject.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel participated in talks on the subject.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel met with counterparts to address the situation.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel met with counterparts to address the situation.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel took part in a debate on the topic.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel took part in a debate on the topic.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel was present at the session where the issue was raised.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel was present at the session where the issue was raised.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel had previously commented on similar matters.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel had previously commented on similar matters.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel is expected to give their view on the development.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel is expected to give their view on the development.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel has not yet commented on the affair.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel has not yet commented on the affair.

Target: Angela Merkel

Sentiment:",neutral,negative
Angela Merkel declined to elaborate on their stance.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel declined to elaborate on their stance.

Target: Angela Merkel

Sentiment:",neutral,answer:
Angela Merkel referred questions to their office.,Angela Merkel,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Angela Merkel referred questions to their office.

Target: Angela Merkel

Sentiment:",neutral,negative
